RLS_dim_1,RLS_dim_2,RLS_dim_3,RLS_dim_4,RLS_dim_5,RLS_dim_6,RLS_dim_7,RLS_dim_8,RLS_dim_9,RLS_dim_10,RLS_dim_11,RLS_dim_12,RLS_dim_13,RLS_dim_14,RLS_dim_15,RLS_dim_16,RLS_dim_17,RLS_dim_18,RLS_dim_19,RLS_dim_20,RLS_dim_21,RLS_dim_22,RLS_dim_23,RLS_dim_24,RLS_dim_25,RLS_dim_26,RLS_dim_27,RLS_dim_28,RLS_dim_29,RLS_dim_30,RLS_dim_31,RLS_dim_32,RLS_dim_33,RLS_dim_34,RLS_dim_35,RLS_dim_36,RLS_dim_37,RLS_dim_38,RLS_dim_39,RLS_dim_40,RLS_dim_41,RLS_dim_42,RLS_dim_43,RLS_dim_44,RLS_dim_45,RLS_dim_46,RLS_dim_47,RLS_dim_48,RLS_dim_49,RLS_dim_50,RLS_dim_51,RLS_dim_52,RLS_dim_53,RLS_dim_54,RLS_dim_55,RLS_dim_56,RLS_dim_57,RLS_dim_58,RLS_dim_59,RLS_dim_60,RLS_dim_61,RLS_dim_62,RLS_dim_63,RLS_dim_64,TS_dim_1,TS_dim_2,TS_dim_3,TS_dim_4,TS_dim_5,TS_dim_6,TS_dim_7,TS_dim_8,TS_dim_9,TS_dim_10,TS_dim_11,TS_dim_12,TS_dim_13,TS_dim_14,TS_dim_15,TS_dim_16,TS_dim_17,TS_dim_18,TS_dim_19,TS_dim_20,TS_dim_21,TS_dim_22,TS_dim_23,TS_dim_24,TS_dim_25,TS_dim_26,TS_dim_27,TS_dim_28,TS_dim_29,TS_dim_30,TS_dim_31,TS_dim_32,TS_dim_33,TS_dim_34,TS_dim_35,TS_dim_36,TS_dim_37,TS_dim_38,TS_dim_39,TS_dim_40,TS_dim_41,TS_dim_42,TS_dim_43,TS_dim_44,TS_dim_45,TS_dim_46,TS_dim_47,TS_dim_48,TS_dim_49,TS_dim_50,TS_dim_51,TS_dim_52,TS_dim_53,TS_dim_54,TS_dim_55,TS_dim_56,TS_dim_57,TS_dim_58,TS_dim_59,TS_dim_60,TS_dim_61,TS_dim_62,TS_dim_63,TS_dim_64
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.0045492705,-0.010565167,-0.002876801,-0.004257571,-0.015218845,0.0054110712,-0.0024593764,-0.0071679624,-0.0053839763,-0.010098109,-0.01844212,-0.007473946,0.0024883328,-0.010186505,-0.013362257,0.014368795,0.0035935242,-0.011674667,-0.0059971604,-0.008801266,0.0067059556,0.002569169,-0.010414344,-0.004486385,0.006599767,-0.0033335993,0.004911887,0.0048424844,-0.005656098,0.0038038897,0.0014200357,0.0038153415,-0.010730876,-0.013824575,-0.01136086,0.0014561473,0.0034851925,-0.0075750113,-0.005865016,0.0055767074,0.006050392,-0.013923782,-0.01978698,0.006275572,-0.0044448725,0.00082952017,0.0059133396,-0.0043007284,0.0013921943,0.0043809353,-0.011091024,-0.0055677667,-0.013743404,0.014187938,-0.0018393719,-0.005747755,-0.005012391,-0.0019108161,-0.00017801952,0.0024149232,-0.013874002,-0.013896962,-0.0045940615,-0.011113333,-0.0022720147,-0.011579571,-0.0035394216,-0.0088742385,-0.010069605,0.0061587556,-0.0058740405,-0.0013723914,-0.0053025484,-0.012668109,-0.0078080194,-0.007298327,0.0036833626,-0.0046061724,-0.010372521,-0.0013432298,0.0036836937,-0.003005275,-0.006310634,-0.007238915,-0.0016113259,-0.0025698582,-0.0055111377,-0.0072127786,-0.003518115,0.0020801956,6.320988e-05,0.0012368823,-0.0033609967,-0.0006051637,-0.0004754468,0.0018442757,-0.0066229496,-0.0033053283,-0.004488393,-0.0016058672,-0.004510955,-0.0070132567,-0.00243272,0.0021936684,-0.008333366,-0.0094063375,-0.008963425,-0.00033977308,-0.0038811562,0.00027458987,0.0004455101,-0.008756354,0.001580138,-0.00078387605,-0.0048159063,-0.002570577,-0.016045185,0.0067012026,-0.006527447,-0.004141961,-0.013180394,0.00050454296,-0.0077200145,-0.006468769,-0.006430523,-0.012602892,-0.007063357,-0.009471677
0.007446844,-0.022555409,0.00013028743,-0.006756261,-0.01623309,0.012160657,0.006542395,0.008911194,-0.006868883,-0.011816289,-0.018996703,-0.010995136,0.033150572,-0.003747128,-0.02128535,-0.004728922,0.015383301,0.006508178,-0.005619486,-0.0033024433,0.005806314,-0.0082912,-0.0035123148,0.004705781,0.0018307182,0.015983105,-0.0104107065,-0.0042221798,0.0050517605,0.008133854,0.0128918905,0.0023442924,-0.009840258,0.005316261,0.0025504916,0.009872589,-0.019904403,-0.017509155,-0.013388279,0.0045909346,-0.0008866694,-0.012540744,-0.0044236314,0.0022987612,0.021522244,0.009552206,0.0011510598,-0.029904295,0.0043952186,0.012332274,-0.0052675484,0.0021162364,-0.0007893108,0.00095155835,0.0028484594,-0.019354578,-0.009355845,0.008615997,-0.01644809,0.012975627,-0.00067823334,-0.0036247028,-0.006635134,0.0018253084,-0.0028869875,-0.0123768505,1.5555881e-05,-0.007783272,-0.0075312406,0.017299503,-0.00087349024,0.003127296,-5.74172e-05,-0.018279636,-0.0055885,-0.008055787,0.012836583,0.0033101896,-0.012267659,0.0013812259,0.0045898664,0.0009351624,-0.0045599025,-0.009550201,0.0031247458,-0.0005859218,-0.003851529,-0.008312432,-0.001441153,0.01209057,0.0024162286,0.0074934084,0.0030626329,0.0061470764,0.007345369,0.0056146337,-0.0071092895,-0.0014337103,0.0010094645,0.0026744301,0.0023814286,-0.006897168,0.001821148,0.010265185,-0.009427108,-0.006068973,-0.0055467114,0.0032149558,0.0026089805,0.010119141,0.006809632,-0.0099869445,0.0069779498,0.0050749877,-0.007124724,0.0023810049,-0.019302486,0.011925042,-0.0076969275,-0.0032309543,-0.015520412,0.002139569,-0.010017568,-0.0006969841,0.0022357078,-0.011143201,-0.005590885,-0.0048048124
0.0020793676,-0.02201688,0.010152293,-0.011023329,-0.01006511,0.015848076,0.008630519,0.010299038,0.010967981,-0.012984635,0.008392876,-0.0026402217,-0.0013469821,0.0122827,-0.0150945,-0.0038768542,0.017702743,0.011182037,-0.017521672,-0.01261933,0.009828477,0.0011910601,0.004881339,-0.016447995,0.005947561,-0.0050273836,0.007140885,0.011603354,-0.011339987,0.014259361,0.002049921,-0.0015172362,-0.024173457,-0.01747421,0.012822302,-0.0017408017,0.0047472483,-0.00062835263,0.00808969,0.019024797,-0.021404088,-0.003666927,0.0030303458,0.012350704,0.003482451,0.0022874037,0.006146551,0.013878984,0.007979274,0.021421172,0.0007785829,2.8987415e-05,-0.022274878,-0.001216054,-0.009299394,-0.00061496,-0.03260948,-0.0076732915,0.009593865,-0.0055184937,-0.012471177,-0.01236723,0.006260301,-0.015127018,-0.004064042,-0.008279568,-0.0013084202,-0.010756874,-0.004757288,0.021652136,0.0029723311,0.0073406217,0.00027915766,-0.018893596,-0.001632981,-0.009493973,0.011097206,0.0022121381,-0.017177917,0.0017397739,-0.0005055553,0.0018236517,-0.0054669296,-0.010145767,0.004262776,-0.0026588857,-0.00020875107,-0.012267841,-0.0021677476,0.013136905,0.0024274283,0.0054727625,0.0039526992,0.005879692,0.008707311,0.008011373,-0.0054432508,-0.001987586,0.010809906,-0.0016008534,0.0019086143,-0.0042621023,0.007941619,0.0114940265,-0.010208399,-0.005334104,-0.00015625032,0.010145606,0.0056071435,0.011905712,0.012229805,-0.008532815,0.007546046,0.009753144,-0.005637533,0.001133463,-0.02107796,0.01546555,-0.009368411,-0.00082959863,-0.016954595,0.004872827,-0.01032123,-0.0028319783,0.0072148037,-0.01704014,-0.0070307814,-0.0075882226
-0.03234053,-0.0023346753,-0.012833072,-0.016906854,-0.012119092,-0.0015742928,0.020897254,0.008252148,0.018350888,-0.004284445,0.014022103,-0.01006568,0.022036498,0.0059508355,-0.02815288,-0.004363727,-0.00025339203,0.018257901,-0.012784699,-0.012424293,0.011966197,0.00048146304,0.0055580367,-0.017559176,0.029599842,-0.009658861,-0.0010439794,0.018553838,-0.0005241453,0.0075546713,0.003546059,-0.005805216,-0.009487563,-0.022567552,0.030237854,0.00066418375,0.0029268544,-0.006979583,0.014057072,0.016734594,-0.011127272,-0.007066499,0.004382555,-0.00033910386,0.008208986,0.019156553,0.006371605,-0.008890312,0.003111376,0.006519258,-0.014574847,-0.005096445,-0.037464555,0.033619322,-0.01698331,-0.013072249,-0.034166954,0.007209412,-0.009992428,0.011680671,-0.0022825273,-0.016322004,-0.004194671,-0.013312065,-0.009843565,-0.006295996,0.0012402583,-0.013450782,-0.0015808037,0.020412263,0.005957338,0.0052767075,-0.004247889,-0.016445842,0.00069047837,-0.0068967626,0.010027034,0.008543782,-0.01924121,0.0041542575,-0.0018972646,0.0031020727,-0.006907785,-0.008614028,0.0033721311,-0.0027447734,-0.003136719,-0.015136452,-0.0033172583,0.008065361,-0.0011285145,0.0034904722,0.0030512048,0.009675659,0.006804095,0.0073593566,-0.0038116332,-0.005368782,0.015645977,0.0015370243,-7.2650146e-05,-0.004386244,0.0058629797,0.011151912,-0.013730679,-0.0027370313,-0.001470821,0.012342482,0.00796435,0.011025465,0.008797994,-0.01584687,0.009316414,0.007477915,-0.0051005967,-0.0024085364,-0.023077257,0.017328572,-0.015428614,-0.0034169676,-0.020037204,0.0043123574,-0.011034565,-0.0018969504,0.003987239,-0.017050954,-0.008219279,-0.008128397
-0.020479511,-0.0048998287,0.0073088207,-0.0122177405,-0.015710786,0.0096805105,0.020086648,-0.012311944,0.01596628,0.004833363,0.0049334215,0.010306829,-0.007008324,0.02014112,-0.031031892,-0.0013033883,-0.0025584898,0.0112402225,-0.013725076,-0.0076637757,-0.014481215,0.019659318,-0.019618277,-0.0286658,-0.012837714,0.020923454,-0.008337689,0.019857403,0.0044006105,-0.00029339548,0.02527678,0.004101039,0.021811776,-0.009143239,-0.00092447735,-0.0014351826,0.016984291,-0.028577564,0.008143834,0.012140365,-0.0074907443,-0.009391625,0.001333581,0.019671913,0.006362373,0.008719273,0.009177637,-0.026912034,0.019328624,0.027948208,-0.004693688,-0.015896108,-0.02096305,0.03827021,-0.03703791,-0.014408927,-0.032263454,-0.010390131,-0.023088967,0.0016574543,0.022588406,-0.016221665,-0.008601781,-0.0299554,-0.025686225,-0.013911849,0.006435815,-0.020745598,-0.0018957648,0.020961637,0.005682459,-0.00018482376,-0.0018468401,-0.005295492,0.00641777,-0.01069151,-0.0020247241,0.0038484465,-0.015361761,0.006087683,-0.00082534226,0.002069435,-0.009158889,-0.011891138,-0.0041702124,-0.00071089715,-0.010534362,-0.011942322,-0.0058624316,0.008187536,-0.0007215156,0.009349362,0.0023999633,0.013815582,0.01735225,0.003445454,-0.0020757923,-0.012122557,0.017662492,-0.00043239538,0.0016553244,-0.010440549,0.0037479629,0.013846926,-0.012909431,-0.0010691518,-0.0025576623,0.012365317,0.015032805,0.012959571,0.0059858104,-0.018382609,0.012580318,0.004998255,-0.009198553,-0.010660705,-0.020392627,0.020584496,-0.018127225,-0.011185736,-0.024160676,0.014589174,-0.019301657,-0.006871774,0.010571433,-0.010216243,-0.006519069,-0.02861929
-0.054417815,-0.017311454,0.0011726841,-0.025580559,0.00020292914,0.042367794,0.030307055,-0.0031021466,0.013877895,-0.008178005,0.010402769,-0.0004855101,0.004234647,0.005643731,-0.019442275,-0.0075182435,-0.010186128,-0.009857873,-0.009303499,-0.0058869566,-0.024077035,-0.02632947,0.0185378,-0.0027574804,-0.01249523,-0.0039081695,0.003291062,0.019198094,-0.010562502,0.008505823,0.021650981,0.010555963,-0.027196417,-0.028781962,0.00041377358,-0.01006976,-0.000884939,-0.012154064,-0.012911675,0.016521595,-0.012784657,-0.016063122,-0.010676155,0.01212539,0.02616869,-0.011401821,0.0037647989,-0.015724897,0.020899426,-0.0059739174,0.0020997804,-0.021102503,-0.023246694,0.041307904,-0.008162997,-0.022645233,-0.01745017,0.039449226,-0.026743557,0.010241624,0.024537008,-0.0056057535,-0.009239363,-0.03085908,-0.04970718,-0.012536561,0.013213761,-0.014999423,0.0023758681,0.02030008,0.012781749,-0.006444404,-0.009773783,-0.0030556433,0.012857556,-0.0033704955,0.0038766665,0.00033674948,-0.007909812,-0.0016637444,-0.0059575867,-0.0033436678,-0.005872369,-0.0042296043,-0.015363732,-0.006656982,-0.010047491,-0.012299484,-0.019815672,0.003106963,-0.0053440705,0.019259337,-0.0030035935,0.022592267,0.019684386,0.0027367324,-0.0061602443,-0.025246466,0.024556,-0.006614427,0.007544282,-0.009207323,-0.006015922,0.0144132925,-0.011333633,0.00074155815,-0.0058127064,0.0049579423,0.01845292,0.008953929,0.010370555,-0.022744745,0.017299552,0.0062441807,-0.012829723,-0.01749554,-0.025423177,0.031133961,-0.018092455,-0.018382385,-0.028640082,0.024713675,-0.018494662,-0.009175807,0.013026501,-0.02283263,-0.011953992,-0.036379993
-0.085813195,-0.007004778,0.014263552,-0.021350011,0.003875947,0.003960388,0.053359084,-0.029637346,0.005780399,-0.008789766,0.0033942107,0.006605547,-0.006268858,-0.006007809,-0.040509224,0.03480159,-0.00408388,-0.012619726,-0.016362473,0.024069306,0.0025337087,0.016752325,0.012776961,-0.0136206765,-0.01720917,-0.018897662,-0.04281016,-0.00096866954,-0.010530894,0.052208636,0.017352302,-0.0024030032,-0.013722519,-0.023307871,0.039934974,-0.024001434,0.0025656736,-0.005521848,-0.027066842,0.018533796,-0.021187555,0.023469303,0.022093918,0.0031487374,0.0159233,0.011325843,0.024198607,-0.017409015,0.014557482,0.030909566,-0.026247593,-0.028059892,-0.028926458,0.032757495,-0.05831927,-0.043850705,-0.043941893,0.03993224,-0.045307238,0.023798004,0.04118725,-0.053333007,-0.020443074,-0.05295895,-0.07602182,-0.0103087835,0.02020955,-0.023082793,-0.00059470907,0.013067482,0.04964072,-0.006384656,-0.009250009,-0.009492841,0.0013858322,0.0027183276,-0.0037904065,-0.0040155314,-0.011717359,0.0022132993,-0.001323089,-0.014986273,-0.007907558,0.008461395,-0.011360718,0.015879584,0.0044850614,-0.0187869,-0.014026521,-0.0040443745,-0.027488708,0.009470049,-0.0147820655,0.048093446,0.022621812,-0.017060518,-0.0013404824,-0.023325093,0.03395303,-0.01945067,0.00466167,-0.01633449,-0.019745503,0.016061788,-0.011508815,0.009124476,0.015491543,-0.0066333534,0.033584036,0.007543899,0.019592542,-0.022773534,0.02911612,0.030745212,-0.028390115,-0.031698197,-0.02900429,0.054376375,-0.039705724,-0.033097755,-0.05506664,0.05116486,-0.04143281,-0.012258973,0.04033631,-0.044191718,-0.034485795,-0.03844744
-0.17266077,0.00075854233,0.07832688,-0.026238887,0.039364565,0.04550803,0.15591353,0.010955318,0.0345001,-0.003763008,0.029238177,0.044754088,0.013676123,-0.017392233,-0.044410527,0.062152214,-0.008955754,0.0093306005,0.036595233,0.006888764,-0.007854753,0.03705939,-0.046677433,-0.034613352,-0.02194097,-0.011113417,-0.028324194,0.04514778,-0.047255546,0.05686952,0.012176193,-0.026854418,0.0341584,-0.028049996,0.06408009,0.0010522474,0.04366138,-0.04931328,-0.03863447,0.04408117,0.0118798865,0.027392875,0.015971258,0.03592054,0.080541655,-0.06635764,0.03446562,-0.004759212,0.014579282,0.047860175,-0.075051844,-0.12418061,-0.096046,0.13448253,-0.12586126,-0.118892536,-0.11847073,0.23045792,-0.10752207,-0.056126248,0.14274026,-0.10697098,-0.043883797,-0.1571936,-0.18351577,0.0010290146,0.06732021,-0.020829149,0.0326475,0.0599572,0.14882165,0.009224817,0.019109223,0.006717872,0.051631298,0.042560242,0.016331576,-0.005431935,-0.045118198,0.058321983,-0.00806202,-0.009939164,0.015089139,0.00085281953,0.0024975315,0.035708774,-0.027741887,-0.026660427,-0.016314682,-0.015212934,-0.040400628,0.04838127,-0.044820897,0.06281812,0.03436984,-0.020608723,0.032056224,-0.036118798,0.053280406,0.0031097084,0.023602724,-0.038413696,-0.056463704,0.043084767,0.005089525,0.026163083,0.013729259,0.023757834,0.08836806,-0.042396933,0.010213586,-0.0034617186,0.015128109,0.06277262,-0.08733753,-0.1152549,-0.09091049,0.12462462,-0.12755236,-0.121423095,-0.110216275,0.23213395,-0.1055909,-0.049961217,0.15233585,-0.12105871,-0.0320481,-0.15566647
-0.18224831,-0.010642936,0.055439994,-0.045960482,0.037668087,0.046899877,0.21266007,-0.0027207173,0.025913611,0.020497365,0.06982311,0.05451714,0.017551586,0.011892374,-0.07356711,0.097982146,-0.00014848262,-0.029294578,0.045227785,0.022224665,0.06760003,0.06890825,-0.045134354,-0.024107685,-0.011700808,-0.041660942,-0.062062815,0.096502215,-0.09175976,0.09726976,0.057637297,0.0046755923,0.044782978,-0.07995816,0.052498884,0.018886521,0.023781374,-0.102275975,-0.09088217,0.072946236,0.032106735,0.038395766,-0.005901402,0.04132526,0.101658165,-0.06306421,0.023643643,0.021552738,0.0026097423,0.045226112,-0.11108996,-0.14291291,-0.102553755,0.13585211,-0.14192829,-0.19333215,-0.1718694,0.2566054,-0.1213594,-0.060081095,0.22078717,-0.121717915,-0.01373658,-0.11652629,-0.18099174,0.0040358007,0.056578457,-0.036724493,0.051355656,0.045793287,0.20876412,-0.016006619,0.022972155,0.017150752,0.07166721,0.061694503,0.031107541,0.002057679,-0.06972011,0.10108149,-0.011033659,-0.029900901,0.046377603,0.018862225,0.040644906,0.057612214,-0.047598526,-0.029350415,-0.013504542,-0.040537134,-0.04886559,0.09951512,-0.09108342,0.08645811,0.052269354,-0.0054169595,0.054687746,-0.06777391,0.049685482,0.03071381,0.02420849,-0.0906697,-0.08247207,0.08115238,0.0050225444,0.025178723,0.007365212,0.041621864,0.10794935,-0.056418464,0.03946297,0.0067378283,0.0038048513,0.04160284,-0.12235178,-0.14056237,-0.0977841,0.13547055,-0.16098648,-0.18876557,-0.14727384,0.24615139,-0.11506972,-0.08571976,0.23182112,-0.12478016,-0.028338246,-0.11979246
